timestamp,temperature
2025-01-29 16:52:00,115.2
2025-01-29 16:53:00,115.6
2025-01-29 16:54:00,116.0
2025-01-29 16:55:00,116.4
2025-01-29 16:56:00,116.8
2025-01-29 16:57:00,117.2
2025-01-29 16:58:00,117.6
2025-01-29 16:59:00,118.0
2025-01-29 17:00:00,118.4
2025-01-29 17:01:00,118.8
2025-01-29 17:02:00,119.2
2025-01-29 17:03:00,119.6
2025-01-29 17:04:00,120.0
2025-01-29 17:05:00,120.4
2025-01-29 17:06:00,120.8
2025-01-29 17:07:00,121.2
2025-01-29 17:08:00,121.6
2025-01-29 17:09:00,122.0
2025-01-29 17:10:00,122.4
2025-01-29 17:11:00,122.8
2025-01-29 17:12:00,123.2
2025-01-29 17:13:00,123.6
2025-01-29 17:14:00,124.0
2025-01-29 17:15:00,124.4
2025-01-29 17:16:00,124.8
2025-01-29 17:17:00,125.2
2025-01-29 17:18:00,125.6
2025-01-29 17:19:00,126.0
2025-01-29 17:20:00,126.4
2025-01-29 17:21:00,126.8
2025-01-29 17:22:00,127.2
2025-01-29 17:23:00,127.6
2025-01-29 17:24:00,128.0
2025-01-29 17:25:00,128.4
2025-01-29 17:26:00,128.8
2025-01-29 17:27:00,129.2
2025-01-29 17:28:00,129.6
2025-01-29 17:29:00,130.0
2025-01-29 17:30:00,130.4
2025-01-29 17:31:00,130.8
2025-01-29 17:32:00,131.2
2025-01-29 17:33:00,131.6
2025-01-29 17:34:00,132.0
2025-01-29 17:35:00,132.4
2025-01-29 17:36:00,132.8
2025-01-29 17:37:00,133.2
2025-01-29 17:38:00,133.6
2025-01-29 17:39:00,134.0
2025-01-29 17:40:00,134.4
2025-01-29 17:41:00,134.8
2025-01-29 17:42:00,135.2
2025-01-29 17:43:00,135.6
2025-01-29 17:44:00,136.0
2025-01-29 17:45:00,136.4
2025-01-29 17:46:00,136.8
2025-01-29 17:47:00,137.2
2025-01-29 17:48:00,137.6
2025-01-29 17:49:00,138.0
2025-01-29 17:50:00,138.4
2025-01-29 17:51:00,138.8
2025-01-29 17:52:00,139.2
2025-01-29 17:53:00,139.6
2025-01-29 17:54:00,140.0
2025-01-29 17:55:00,140.4
2025-01-29 17:56:00,140.8
2025-01-29 17:57:00,141.2
2025-01-29 17:58:00,141.6
2025-01-29 17:59:00,142.0
2025-01-29 18:00:00,142.2
2025-01-29 18:01:00,142.0
2025-01-29 18:02:00,142.2
2025-01-29 18:03:00,142.0
2025-01-29 18:04:00,142.2
2025-01-29 18:05:00,142.0
2025-01-29 18:06:00,142.2
2025-01-29 18:07:00,142.0
2025-01-29 18:08:00,142.2
2025-01-29 18:09:00,142.0
2025-01-29 18:10:00,142.2
2025-01-29 18:11:00,142.0
2025-01-29 18:12:00,142.2
2025-01-29 18:13:00,142.0
2025-01-29 18:14:00,142.2
2025-01-29 18:15:00,142.0
2025-01-29 18:16:00,142.2
2025-01-29 18:17:00,142.0
2025-01-29 18:18:00,142.2
2025-01-29 18:19:00,142.0
2025-01-29 18:20:00,142.2
2025-01-29 18:21:00,142.0
2025-01-29 18:22:00,142.2
2025-01-29 18:23:00,142.0
2025-01-29 18:24:00,142.2
2025-01-29 18:25:00,142.0
2025-01-29 18:26:00,142.2
2025-01-29 18:27:00,142.0
2025-01-29 18:28:00,142.2
2025-01-29 18:29:00,142.0
2025-01-29 18:30:00,142.2
2025-01-29 18:31:00,142.0
2025-01-29 18:32:00,142.2
2025-01-29 18:33:00,142.0
2025-01-29 18:34:00,142.2
2025-01-29 18:35:00,142.0
2025-01-29 18:36:00,142.2
2025-01-29 18:37:00,142.0
2025-01-29 18:38:00,142.2
2025-01-29 18:39:00,142.0
2025-01-29 18:40:00,142.2
2025-01-29 18:41:00,142.0
2025-01-29 18:42:00,142.2
2025-01-29 18:43:00,142.0
2025-01-29 18:44:00,142.2
2025-01-29 18:45:00,142.0
2025-01-29 18:46:00,142.2
2025-01-29 18:47:00,142.0
2025-01-29 18:48:00,142.2
2025-01-29 18:49:00,142.0
2025-01-29 18:50:00,142.2
2025-01-29 18:51:00,142.0
2025-01-29 18:52:00,142.2
2025-01-29 18:53:00,142.0
2025-01-29 18:54:00,142.2
2025-01-29 18:55:00,142.0
2025-01-29 18:56:00,142.2
2025-01-29 18:57:00,142.0
2025-01-29 18:58:00,142.2
2025-01-29 18:59:00,142.0
